Supplier_ID,Supplier_Name,Ingredient_Code,Ingredient_Name,CAS_Number,Purity,Batch_Number,Physical_State,pH,Toxicity_Profile,Solubility,Stability_Info,Recommended_Usage,Regulatory_Status,Shelf_Life,Lead_Time_for_Delivery,Availability,Cost_per_Unit,Safety_Data_Sheet,Transport_Conditions
SUP_9689,ABC Chemicals Pvt Ltd,ING_22564,Ammonium Chloride,77-92-9,90.26%,BN_3886_08,Solid,5.82,Non-Toxic,Partially soluble,Keep refrigerated,6.99%,REACH Compliant,27 months,6 working days,Out of Stock,₹146.78 / unit,https://supplierportal.com/SDS/9997,Hazardous Material
SUP_9393,ABC Chemicals Pvt Ltd,ING_33376,Ammonium Chloride,12125-02-9,94.88%,BN_6940_02,Liquid,12.94,Irritant,Soluble in water,Keep refrigerated,7.13%,REACH Compliant,26 months,5 working days,Limited Stock,₹359.69 / unit,https://supplierportal.com/SDS/4594,Hazardous Material
SUP_1158,XYZ Suppliers,ING_84185,Sodium Hypochlorite,7647-01-0,92.42%,BN_4418_09,Solid,9.38,Corrosive,Insoluble,Avoid sunlight,9.75%,Non-Compliant,31 months,13 working days,Out of Stock,₹993.00 / unit,https://supplierportal.com/SDS/2341,Hazardous Material
SUP_4466,XYZ Suppliers,ING_36894,Hydrochloric Acid,7681-52-9,93.22%,BN_7664_08,Gas,6.22,Corrosive,Soluble in water,Avoid sunlight,2.47%,Non-Compliant,27 months,11 working days,In Stock,₹261.17 / unit,https://supplierportal.com/SDS/6692,Handle with care
SUP_8350,XYZ Suppliers,ING_77888,Sulfuric Acid,7664-93-9,96.36%,BN_6650_04,Solid,4.48,Non-Toxic,Soluble in water,Keep refrigerated,9.83%,Non-Compliant,22 months,5 working days,In Stock,₹135.13 / unit,https://supplierportal.com/SDS/1819,Handle with care
SUP_1430,ABC Chemicals Pvt Ltd,ING_53450,Citric Acid,7664-93-9,93.75%,BN_7416_07,Solid,8.44,Irritant,Insoluble,Avoid sunlight,2.90%,Non-Compliant,33 months,5 working days,Limited Stock,₹626.25 / unit,https://supplierportal.com/SDS/7925,Hazardous Material
SUP_6895,XYZ Suppliers,ING_83254,Sulfuric Acid,7647-01-0,94.75%,BN_3027_05,Liquid,6.4,Irritant,Soluble in water,Stable under 25°C,1.22%,Non-Compliant,17 months,4 working days,Out of Stock,₹125.28 / unit,https://supplierportal.com/SDS/9553,Hazardous Material
SUP_8704,XYZ Suppliers,ING_20681,Ammonium Chloride,77-92-9,93.12%,BN_8795_08,Liquid,8.98,Non-Toxic,Soluble in water,Keep refrigerated,9.79%,REACH Compliant,34 months,9 working days,Out of Stock,₹910.01 / unit,https://supplierportal.com/SDS/8214,Hazardous Material
SUP_5257,Prime Chemicals,ING_89089,Citric Acid,7681-52-9,92.29%,BN_2192_12,Solid,10.79,Non-Toxic,Soluble in water,Keep refrigerated,5.11%,REACH Compliant,29 months,9 working days,In Stock,₹394.05 / unit,https://supplierportal.com/SDS/4409,Hazardous Material
SUP_3336,Prime Chemicals,ING_23721,Sodium Hypochlorite,7664-93-9,95.44%,BN_4487_05,Gas,2.51,Corrosive,Soluble in water,Stable under 25°C,2.02%,REACH Compliant,11 months,11 working days,Limited Stock,₹269.32 / unit,https://supplierportal.com/SDS/4884,Fragile
SUP_6206,XYZ Suppliers,ING_53865,Sulfuric Acid,77-92-9,98.08%,BN_7237_07,Liquid,11.03,Irritant,Soluble in water,Avoid sunlight,6.80%,REACH Compliant,7 months,4 working days,Limited Stock,₹420.32 / unit,https://supplierportal.com/SDS/2713,Handle with care
SUP_9985,Global Chem Ltd,ING_74468,Ammonium Chloride,77-92-9,91.64%,BN_4997_02,Solid,10.61,Irritant,Partially soluble,Avoid sunlight,3.00%,Non-Compliant,21 months,12 working days,In Stock,₹889.69 / unit,https://supplierportal.com/SDS/2770,Handle with care
SUP_1741,ABC Chemicals Pvt Ltd,ING_90797,Hydrochloric Acid,77-92-9,96.68%,BN_2238_03,Liquid,1.26,Non-Toxic,Insoluble,Stable under 25°C,4.31%,Non-Compliant,21 months,12 working days,Limited Stock,₹634.10 / unit,https://supplierportal.com/SDS/1516,Handle with care
SUP_6303,XYZ Suppliers,ING_43888,Hydrochloric Acid,7681-52-9,91.45%,BN_6476_02,Solid,11.42,Non-Toxic,Partially soluble,Stable under 25°C,6.40%,Non-Compliant,34 months,7 working days,Limited Stock,₹731.83 / unit,https://supplierportal.com/SDS/9352,Hazardous Material
SUP_1069,Prime Chemicals,ING_22298,Hydrochloric Acid,12125-02-9,91.78%,BN_5253_05,Gas,8.1,Corrosive,Soluble in water,Keep refrigerated,8.73%,REACH Compliant,28 months,14 working days,Out of Stock,₹450.44 / unit,https://supplierportal.com/SDS/2885,Fragile
SUP_7073,XYZ Suppliers,ING_49075,Citric Acid,7647-01-0,95.30%,BN_9862_10,Liquid,11.77,Irritant,Partially soluble,Avoid sunlight,6.26%,REACH Compliant,27 months,13 working days,Limited Stock,₹888.97 / unit,https://supplierportal.com/SDS/1476,Fragile
SUP_1925,Global Chem Ltd,ING_19115,Sodium Hypochlorite,12125-02-9,97.00%,BN_7043_06,Liquid,13.17,Non-Toxic,Insoluble,Stable under 25°C,4.73%,Non-Compliant,28 months,8 working days,Out of Stock,₹119.83 / unit,https://supplierportal.com/SDS/6532,Hazardous Material
SUP_7024,ABC Chemicals Pvt Ltd,ING_89293,Hydrochloric Acid,7681-52-9,97.33%,BN_3691_03,Liquid,10.6,Corrosive,Soluble in water,Avoid sunlight,4.62%,REACH Compliant,8 months,3 working days,Limited Stock,₹342.96 / unit,https://supplierportal.com/SDS/3397,Hazardous Material
SUP_4815,XYZ Suppliers,ING_69272,Sodium Hypochlorite,7681-52-9,95.81%,BN_8210_11,Liquid,12,Corrosive,Partially soluble,Keep refrigerated,6.77%,Non-Compliant,22 months,3 working days,In Stock,₹133.53 / unit,https://supplierportal.com/SDS/7248,Hazardous Material
SUP_6298,Global Chem Ltd,ING_34505,Sodium Hypochlorite,7681-52-9,94.79%,BN_8942_08,Gas,5.43,Corrosive,Insoluble,Keep refrigerated,5.40%,REACH Compliant,14 months,9 working days,Limited Stock,₹100.14 / unit,https://supplierportal.com/SDS/3407,Fragile
SUP_2667,Prime Chemicals,ING_64004,Sulfuric Acid,7681-52-9,97.82%,BN_4104_11,Gas,10.8,Irritant,Soluble in water,Stable under 25°C,9.55%,REACH Compliant,20 months,4 working days,Out of Stock,₹454.68 / unit,https://supplierportal.com/SDS/6031,Handle with care
SUP_6057,ABC Chemicals Pvt Ltd,ING_81478,Citric Acid,7647-01-0,93.08%,BN_7855_05,Solid,9.12,Non-Toxic,Insoluble,Stable under 25°C,8.37%,Non-Compliant,20 months,14 working days,In Stock,₹981.57 / unit,https://supplierportal.com/SDS/4946,Fragile
SUP_5183,XYZ Suppliers,ING_13903,Sodium Hypochlorite,12125-02-9,99.46%,BN_8040_09,Solid,6.03,Corrosive,Insoluble,Avoid sunlight,4.14%,REACH Compliant,19 months,4 working days,Out of Stock,₹611.68 / unit,https://supplierportal.com/SDS/1380,Hazardous Material
SUP_2481,Global Chem Ltd,ING_48983,Hydrochloric Acid,7681-52-9,91.11%,BN_7319_02,Solid,11.64,Irritant,Soluble in water,Avoid sunlight,8.67%,Non-Compliant,11 months,10 working days,Out of Stock,₹698.60 / unit,https://supplierportal.com/SDS/2871,Fragile
SUP_5662,Global Chem Ltd,ING_49224,Hydrochloric Acid,7647-01-0,98.12%,BN_3701_12,Gas,11.35,Non-Toxic,Soluble in water,Keep refrigerated,9.85%,Non-Compliant,17 months,12 working days,Limited Stock,₹322.41 / unit,https://supplierportal.com/SDS/4735,Hazardous Material
SUP_3982,Global Chem Ltd,ING_55562,Ammonium Chloride,12125-02-9,97.40%,BN_7349_11,Solid,7.77,Non-Toxic,Soluble in water,Stable under 25°C,9.14%,Non-Compliant,25 months,4 working days,In Stock,₹145.10 / unit,https://supplierportal.com/SDS/1494,Handle with care
SUP_7591,ABC Chemicals Pvt Ltd,ING_56202,Citric Acid,12125-02-9,90.47%,BN_8526_01,Solid,7.04,Corrosive,Partially soluble,Keep refrigerated,1.98%,REACH Compliant,19 months,10 working days,Out of Stock,₹712.46 / unit,https://supplierportal.com/SDS/5873,Fragile
SUP_5992,XYZ Suppliers,ING_88186,Citric Acid,7664-93-9,99.40%,BN_1156_05,Gas,12.97,Non-Toxic,Soluble in water,Keep refrigerated,1.73%,REACH Compliant,24 months,13 working days,Limited Stock,₹469.42 / unit,https://supplierportal.com/SDS/9695,Hazardous Material
SUP_7836,XYZ Suppliers,ING_52791,Sodium Hypochlorite,77-92-9,90.95%,BN_7668_09,Solid,9.71,Irritant,Soluble in water,Avoid sunlight,4.49%,REACH Compliant,24 months,10 working days,Limited Stock,₹798.34 / unit,https://supplierportal.com/SDS/4365,Handle with care
SUP_6417,Global Chem Ltd,ING_55388,Sodium Hypochlorite,12125-02-9,98.83%,BN_9058_06,Gas,12.24,Irritant,Insoluble,Avoid sunlight,7.41%,REACH Compliant,35 months,4 working days,Limited Stock,₹917.56 / unit,https://supplierportal.com/SDS/5967,Handle with care
SUP_9641,Global Chem Ltd,ING_68595,Ammonium Chloride,77-92-9,95.90%,BN_7398_05,Liquid,6.46,Corrosive,Insoluble,Keep refrigerated,3.11%,REACH Compliant,33 months,10 working days,In Stock,₹737.52 / unit,https://supplierportal.com/SDS/8929,Hazardous Material
SUP_8407,Global Chem Ltd,ING_17113,Sulfuric Acid,77-92-9,90.93%,BN_4456_09,Gas,7.31,Corrosive,Soluble in water,Keep refrigerated,3.54%,REACH Compliant,8 months,11 working days,Out of Stock,₹601.53 / unit,https://supplierportal.com/SDS/1868,Handle with care
SUP_3612,Prime Chemicals,ING_48633,Citric Acid,77-92-9,92.10%,BN_7768_05,Solid,6.02,Irritant,Insoluble,Stable under 25°C,2.27%,Non-Compliant,12 months,14 working days,In Stock,₹575.81 / unit,https://supplierportal.com/SDS/9934,Fragile
SUP_6249,Global Chem Ltd,ING_85452,Sulfuric Acid,12125-02-9,94.94%,BN_1840_04,Gas,12.06,Non-Toxic,Insoluble,Stable under 25°C,9.36%,REACH Compliant,26 months,7 working days,Limited Stock,₹303.50 / unit,https://supplierportal.com/SDS/4929,Handle with care
SUP_1244,Global Chem Ltd,ING_25188,Hydrochloric Acid,12125-02-9,99.79%,BN_3843_07,Gas,1.36,Corrosive,Partially soluble,Stable under 25°C,2.37%,Non-Compliant,7 months,10 working days,Out of Stock,₹405.56 / unit,https://supplierportal.com/SDS/9955,Handle with care
SUP_8035,Global Chem Ltd,ING_22336,Citric Acid,7664-93-9,95.75%,BN_8067_06,Gas,8.46,Non-Toxic,Insoluble,Keep refrigerated,9.62%,Non-Compliant,35 months,8 working days,Out of Stock,₹636.02 / unit,https://supplierportal.com/SDS/7668,Hazardous Material
SUP_6454,Global Chem Ltd,ING_70621,Hydrochloric Acid,77-92-9,95.22%,BN_9900_03,Solid,1.05,Irritant,Soluble in water,Stable under 25°C,7.78%,Non-Compliant,8 months,4 working days,Limited Stock,₹122.43 / unit,https://supplierportal.com/SDS/5108,Fragile
SUP_2887,ABC Chemicals Pvt Ltd,ING_41267,Sulfuric Acid,7647-01-0,94.27%,BN_1051_02,Solid,12.81,Non-Toxic,Partially soluble,Stable under 25°C,7.97%,Non-Compliant,7 months,14 working days,Limited Stock,₹424.34 / unit,https://supplierportal.com/SDS/1922,Hazardous Material
SUP_5968,Prime Chemicals,ING_26018,Ammonium Chloride,7647-01-0,90.42%,BN_7845_12,Liquid,9.91,Corrosive,Insoluble,Stable under 25°C,6.74%,Non-Compliant,22 months,4 working days,Limited Stock,₹889.77 / unit,https://supplierportal.com/SDS/4754,Handle with care
SUP_6881,XYZ Suppliers,ING_43673,Ammonium Chloride,77-92-9,99.21%,BN_9548_05,Liquid,10.47,Corrosive,Partially soluble,Avoid sunlight,3.47%,Non-Compliant,34 months,12 working days,Out of Stock,₹617.08 / unit,https://supplierportal.com/SDS/6338,Fragile
SUP_4424,ABC Chemicals Pvt Ltd,ING_73967,Ammonium Chloride,12125-02-9,92.90%,BN_3217_05,Solid,6.88,Corrosive,Soluble in water,Avoid sunlight,6.91%,REACH Compliant,7 months,7 working days,In Stock,₹109.58 / unit,https://supplierportal.com/SDS/7533,Handle with care
SUP_7609,ABC Chemicals Pvt Ltd,ING_36323,Hydrochloric Acid,77-92-9,99.08%,BN_2299_02,Liquid,13.21,Non-Toxic,Soluble in water,Keep refrigerated,4.19%,Non-Compliant,27 months,10 working days,In Stock,₹578.94 / unit,https://supplierportal.com/SDS/9715,Handle with care
SUP_9079,XYZ Suppliers,ING_23906,Hydrochloric Acid,77-92-9,95.29%,BN_3239_09,Gas,13.85,Irritant,Partially soluble,Keep refrigerated,3.95%,REACH Compliant,6 months,10 working days,Limited Stock,₹584.82 / unit,https://supplierportal.com/SDS/9609,Hazardous Material
SUP_8641,Global Chem Ltd,ING_47365,Citric Acid,12125-02-9,92.59%,BN_3876_02,Gas,3.58,Non-Toxic,Partially soluble,Keep refrigerated,7.43%,REACH Compliant,32 months,11 working days,Out of Stock,₹223.92 / unit,https://supplierportal.com/SDS/1565,Hazardous Material
SUP_2257,Prime Chemicals,ING_41534,Sodium Hypochlorite,77-92-9,94.11%,BN_4875_09,Liquid,11.57,Corrosive,Insoluble,Stable under 25°C,8.64%,REACH Compliant,21 months,4 working days,In Stock,₹785.30 / unit,https://supplierportal.com/SDS/9029,Handle with care
SUP_3420,ABC Chemicals Pvt Ltd,ING_60403,Hydrochloric Acid,77-92-9,97.92%,BN_6861_02,Gas,5.7,Corrosive,Soluble in water,Avoid sunlight,4.97%,REACH Compliant,36 months,5 working days,In Stock,₹788.94 / unit,https://supplierportal.com/SDS/5209,Handle with care
SUP_3521,Prime Chemicals,ING_44883,Sulfuric Acid,12125-02-9,97.47%,BN_5128_06,Liquid,9.77,Non-Toxic,Partially soluble,Avoid sunlight,9.91%,Non-Compliant,12 months,13 working days,Out of Stock,₹985.93 / unit,https://supplierportal.com/SDS/3554,Hazardous Material
SUP_6798,ABC Chemicals Pvt Ltd,ING_74439,Sodium Hypochlorite,7647-01-0,90.35%,BN_4585_10,Solid,10.38,Irritant,Soluble in water,Avoid sunlight,7.60%,REACH Compliant,14 months,14 working days,Out of Stock,₹191.12 / unit,https://supplierportal.com/SDS/3688,Hazardous Material
SUP_7042,XYZ Suppliers,ING_44871,Citric Acid,7647-01-0,94.50%,BN_5741_11,Liquid,4.07,Non-Toxic,Soluble in water,Stable under 25°C,1.73%,Non-Compliant,13 months,8 working days,Limited Stock,₹870.25 / unit,https://supplierportal.com/SDS/4264,Handle with care
SUP_5022,ABC Chemicals Pvt Ltd,ING_78115,Sodium Hypochlorite,7681-52-9,97.94%,BN_6017_06,Gas,8.06,Non-Toxic,Partially soluble,Avoid sunlight,3.92%,REACH Compliant,16 months,6 working days,Limited Stock,₹261.63 / unit,https://supplierportal.com/SDS/8814,Hazardous Material
SUP_5322,XYZ Suppliers,ING_18356,Sodium Hypochlorite,12125-02-9,91.25%,BN_7825_07,Solid,4.02,Non-Toxic,Partially soluble,Avoid sunlight,3.50%,REACH Compliant,19 months,8 working days,In Stock,₹108.18 / unit,https://supplierportal.com/SDS/5309,Hazardous Material
SUP_8115,Prime Chemicals,ING_77277,Hydrochloric Acid,7647-01-0,99.17%,BN_3427_02,Solid,7.36,Irritant,Insoluble,Avoid sunlight,4.77%,REACH Compliant,13 months,3 working days,In Stock,₹569.81 / unit,https://supplierportal.com/SDS/5833,Handle with care
SUP_7077,Global Chem Ltd,ING_21502,Ammonium Chloride,7664-93-9,94.94%,BN_1376_11,Liquid,5.64,Non-Toxic,Partially soluble,Avoid sunlight,3.21%,Non-Compliant,24 months,9 working days,Limited Stock,₹202.90 / unit,https://supplierportal.com/SDS/6991,Handle with care
SUP_2017,Global Chem Ltd,ING_40833,Sulfuric Acid,7681-52-9,96.96%,BN_6590_05,Gas,2.07,Irritant,Insoluble,Avoid sunlight,7.16%,Non-Compliant,13 months,5 working days,Limited Stock,₹731.27 / unit,https://supplierportal.com/SDS/3507,Hazardous Material
SUP_9348,Global Chem Ltd,ING_84423,Hydrochloric Acid,12125-02-9,96.31%,BN_9179_05,Liquid,7,Irritant,Partially soluble,Avoid sunlight,6.81%,Non-Compliant,28 months,11 working days,Out of Stock,₹519.98 / unit,https://supplierportal.com/SDS/8088,Fragile
SUP_5197,XYZ Suppliers,ING_80378,Ammonium Chloride,12125-02-9,91.79%,BN_8617_08,Gas,6.72,Corrosive,Partially soluble,Keep refrigerated,3.58%,Non-Compliant,23 months,3 working days,In Stock,₹571.88 / unit,https://supplierportal.com/SDS/2969,Fragile
SUP_8750,XYZ Suppliers,ING_77122,Sulfuric Acid,12125-02-9,95.91%,BN_9983_12,Gas,9.12,Non-Toxic,Soluble in water,Keep refrigerated,4.57%,Non-Compliant,6 months,3 working days,Out of Stock,₹570.28 / unit,https://supplierportal.com/SDS/7955,Hazardous Material
SUP_5077,Prime Chemicals,ING_92462,Sulfuric Acid,7681-52-9,97.84%,BN_7171_06,Gas,1.91,Corrosive,Soluble in water,Stable under 25°C,9.19%,REACH Compliant,27 months,11 working days,Limited Stock,₹488.70 / unit,https://supplierportal.com/SDS/2574,Hazardous Material
SUP_8099,Global Chem Ltd,ING_39609,Citric Acid,7664-93-9,96.96%,BN_7170_12,Liquid,5.44,Irritant,Soluble in water,Keep refrigerated,2.31%,REACH Compliant,9 months,7 working days,Out of Stock,₹659.47 / unit,https://supplierportal.com/SDS/6126,Handle with care
SUP_9820,ABC Chemicals Pvt Ltd,ING_82213,Citric Acid,77-92-9,98.64%,BN_4267_02,Liquid,7.09,Irritant,Soluble in water,Stable under 25°C,7.87%,REACH Compliant,18 months,13 working days,Out of Stock,₹138.91 / unit,https://supplierportal.com/SDS/2049,Hazardous Material
SUP_1783,Global Chem Ltd,ING_28655,Hydrochloric Acid,7681-52-9,90.74%,BN_6761_01,Liquid,4.66,Irritant,Partially soluble,Keep refrigerated,4.70%,Non-Compliant,19 months,8 working days,In Stock,₹236.80 / unit,https://supplierportal.com/SDS/3481,Hazardous Material
SUP_5661,ABC Chemicals Pvt Ltd,ING_47632,Citric Acid,77-92-9,97.48%,BN_4071_06,Gas,10.84,Corrosive,Soluble in water,Avoid sunlight,4.41%,REACH Compliant,21 months,12 working days,In Stock,₹198.37 / unit,https://supplierportal.com/SDS/7756,Fragile
SUP_5715,Global Chem Ltd,ING_38786,Sodium Hypochlorite,7647-01-0,90.88%,BN_9298_10,Liquid,6.68,Irritant,Insoluble,Avoid sunlight,4.30%,REACH Compliant,6 months,14 working days,Limited Stock,₹622.22 / unit,https://supplierportal.com/SDS/1633,Fragile
SUP_9257,Prime Chemicals,ING_17027,Sulfuric Acid,7664-93-9,91.22%,BN_7621_10,Liquid,2.3,Non-Toxic,Partially soluble,Keep refrigerated,7.23%,REACH Compliant,35 months,5 working days,Limited Stock,₹596.57 / unit,https://supplierportal.com/SDS/1173,Fragile
SUP_6217,Global Chem Ltd,ING_16070,Sodium Hypochlorite,7681-52-9,96.60%,BN_2018_11,Solid,7.81,Corrosive,Insoluble,Keep refrigerated,9.16%,Non-Compliant,31 months,14 working days,Limited Stock,₹963.99 / unit,https://supplierportal.com/SDS/7825,Fragile
SUP_9102,Global Chem Ltd,ING_28674,Sodium Hypochlorite,77-92-9,94.53%,BN_2468_11,Gas,10.85,Corrosive,Insoluble,Stable under 25°C,5.28%,REACH Compliant,17 months,8 working days,Limited Stock,₹740.35 / unit,https://supplierportal.com/SDS/6874,Handle with care
SUP_4801,ABC Chemicals Pvt Ltd,ING_87948,Ammonium Chloride,7647-01-0,99.81%,BN_3145_04,Liquid,5.81,Corrosive,Soluble in water,Stable under 25°C,1.65%,Non-Compliant,28 months,4 working days,Limited Stock,₹168.62 / unit,https://supplierportal.com/SDS/6144,Fragile
SUP_1881,Global Chem Ltd,ING_78547,Citric Acid,7647-01-0,91.81%,BN_5244_10,Solid,2.8,Non-Toxic,Insoluble,Avoid sunlight,3.71%,Non-Compliant,21 months,4 working days,Limited Stock,₹333.46 / unit,https://supplierportal.com/SDS/9486,Fragile
SUP_7686,Prime Chemicals,ING_67536,Ammonium Chloride,12125-02-9,99.13%,BN_5887_07,Gas,12.24,Non-Toxic,Insoluble,Keep refrigerated,4.19%,REACH Compliant,29 months,8 working days,Out of Stock,₹912.48 / unit,https://supplierportal.com/SDS/6993,Hazardous Material
SUP_7755,Global Chem Ltd,ING_74365,Hydrochloric Acid,7664-93-9,96.11%,BN_6759_01,Gas,8.66,Non-Toxic,Insoluble,Stable under 25°C,2.94%,Non-Compliant,32 months,14 working days,Out of Stock,₹539.37 / unit,https://supplierportal.com/SDS/9188,Hazardous Material
SUP_7117,Prime Chemicals,ING_45140,Citric Acid,7647-01-0,98.65%,BN_9819_12,Liquid,10.88,Irritant,Soluble in water,Keep refrigerated,4.01%,Non-Compliant,7 months,11 working days,In Stock,₹814.25 / unit,https://supplierportal.com/SDS/8188,Fragile
SUP_5499,Prime Chemicals,ING_69054,Sulfuric Acid,12125-02-9,96.82%,BN_4684_08,Liquid,9.67,Irritant,Insoluble,Stable under 25°C,7.51%,REACH Compliant,25 months,9 working days,In Stock,₹799.92 / unit,https://supplierportal.com/SDS/1376,Handle with care
SUP_6069,XYZ Suppliers,ING_33063,Hydrochloric Acid,77-92-9,95.12%,BN_2118_10,Solid,10.01,Non-Toxic,Soluble in water,Avoid sunlight,7.40%,REACH Compliant,34 months,4 working days,Limited Stock,₹909.37 / unit,https://supplierportal.com/SDS/3456,Handle with care
SUP_6237,XYZ Suppliers,ING_80158,Sulfuric Acid,7647-01-0,97.45%,BN_3203_05,Gas,7.99,Irritant,Insoluble,Avoid sunlight,1.74%,REACH Compliant,26 months,4 working days,In Stock,₹813.01 / unit,https://supplierportal.com/SDS/5852,Fragile
SUP_2538,Global Chem Ltd,ING_91108,Sulfuric Acid,12125-02-9,96.28%,BN_4919_08,Solid,10.83,Non-Toxic,Partially soluble,Stable under 25°C,6.74%,Non-Compliant,32 months,9 working days,Limited Stock,₹550.44 / unit,https://supplierportal.com/SDS/6326,Hazardous Material
SUP_1738,Global Chem Ltd,ING_11007,Hydrochloric Acid,7681-52-9,96.90%,BN_4737_07,Liquid,6.81,Corrosive,Insoluble,Keep refrigerated,7.56%,Non-Compliant,30 months,6 working days,Out of Stock,₹327.20 / unit,https://supplierportal.com/SDS/9126,Fragile
SUP_6088,XYZ Suppliers,ING_52305,Hydrochloric Acid,7647-01-0,94.46%,BN_9825_06,Gas,9.23,Non-Toxic,Insoluble,Keep refrigerated,3.42%,Non-Compliant,31 months,10 working days,Limited Stock,₹425.54 / unit,https://supplierportal.com/SDS/9381,Handle with care
SUP_6571,XYZ Suppliers,ING_13583,Sulfuric Acid,7681-52-9,95.77%,BN_5426_05,Gas,11.29,Corrosive,Partially soluble,Keep refrigerated,3.82%,Non-Compliant,35 months,9 working days,Out of Stock,₹929.39 / unit,https://supplierportal.com/SDS/4889,Fragile
SUP_9403,XYZ Suppliers,ING_85374,Sodium Hypochlorite,12125-02-9,91.08%,BN_6435_12,Gas,5.67,Non-Toxic,Soluble in water,Avoid sunlight,3.60%,Non-Compliant,11 months,7 working days,Out of Stock,₹624.77 / unit,https://supplierportal.com/SDS/2856,Handle with care
